 run burst level fpga channel peak over_thr peak_space peak_time 1st_sample 2nd_sample 3rd_sample 4th_sample 5th_sample timestamp
94 6235.0 41446 l1 PP2 1.0 94.0 1.0 1.0 1.0 0.0 1.0 6.0 8.0 6.0 80004091.0
95 6235.0 41446 l1 PP2 1.0 95.0 1.0 1.0 1.0 0.0 1.0 6.0 11.0 10.0 80004188.0
96 6235.0 41446 l1 PP2 1.0 96.0 1.0 1.0 0.0 0.0 5.0 10.0 9.0 5.0 80004189.0
97 6235.0 41446 l1 PP2 1.0 97.0 1.0 1.0 1.0 0.0 0.0 1.0 6.0 6.0 80004462.0
98 6235.0 41446 l1 PP2 1.0 98.0 1.0 1.0 1.0 0.0 2.0 7.0 7.0 5.0 80004463.0
99 6235.0 41446 l1 PP2 1.0 99.0 1.0 1.0 0.0 0.0 0.0 2.0 11.0 15.0 80004483.0
100 6235.0 41446 l1 PP2 1.0 100.0 1.0 1.0 1.0 0.0 2.0 11.0 15.0 11.0 80004484.0
101 6235.0 41446 l1 PP2 1.0 101.0 1.0 1.0 0.0 0.0 9.0 13.0 9.0 3.0 80004485.0
102 6235.0 41446 l1 PP2 1.0 102.0 1.0 1.0 1.0 0.0 1.0 6.0 8.0 6.0 80004603.0
103 6235.0 41446 l1 PP2 1.0 103.0 1.0 1.0 1.0 0.0 0.0 1.0 6.0 6.0 80004612.0
104 6235.0 41446 l1 PP2 1.0 104.0 1.0 1.0 1.0 0.0 3.0 8.0 8.0 4.0 80004613.0
105 6235.0 41446 l1 PP2 1.0 105.0 1.0 1.0 0.0 0.0 0.0 4.0 15.0 18.0 80004664.0
106 6235.0 41446 l1 PP2 1.0 106.0 1.0 1.0 1.0 0.0 4.0 15.0 18.0 13.0 80004665.0
107 6235.0 41446 l1 PP2 1.0 107.0 1.0 1.0 0.0 0.0 11.0 14.0 9.0 4.0 80004666.0
108 6235.0 41446 l1 PP2 1.0 108.0 1.0 1.0 0.0 0.0 0.0 2.0 6.0 13.0 80004674.0
109 6235.0 41446 l1 PP2 1.0 109.0 1.0 1.0 1.0 0.0 3.0 7.0 14.0 14.0 80004675.0
110 6235.0 41446 l1 PP2 1.0 110.0 1.0 1.0 1.0 0.0 4.0 11.0 11.0 6.0 80004676.0
111 6235.0 41446 l1 PP2 1.0 111.0 1.0 1.0 0.0 0.0 0.0 1.0 6.0 15.0 80004704.0
112 6235.0 41446 l1 PP2 1.0 112.0 1.0 1.0 0.0 0.0 2.0 7.0 16.0 17.0 80004705.0
113 6235.0 41446 l1 PP2 1.0 113.0 1.0 1.0 1.0 0.0 5.0 14.0 15.0 9.0 80004706.0
114 6235.0 41446 l1 PP2 1.0 114.0 1.0 1.0 1.0 0.0 2.0 6.0 7.0 7.0 80004715.0
115 6235.0 41446 l1 PP2 1.0 115.0 1.0 1.0 0.0 0.0 0.0 2.0 8.0 10.0 80004821.0
116 6235.0 41446 l1 PP2 1.0 116.0 1.0 1.0 1.0 0.0 2.0 8.0 10.0 5.0 80004822.0
117 6235.0 41446 l1 PP2 1.0 117.0 1.0 1.0 0.0 0.0 0.0 0.0 7.0 12.0 80004910.0
118 6235.0 41446 l1 PP2 1.0 118.0 1.0 1.0 1.0 0.0 1.0 8.0 13.0 10.0 80004911.0
119 6235.0 41446 l1 PP2 1.0 119.0 1.0 1.0 0.0 0.0 7.0 12.0 9.0 4.0 80004912.0
120 6235.0 41446 l1 PP2 1.0 120.0 1.0 1.0 1.0 0.0 1.0 5.0 6.0 3.0 80005009.0
121 6235.0 41446 l1 PP2 1.0 121.0 1.0 1.0 0.0 0.0 1.0 3.0 11.0 13.0 80005062.0
122 6235.0 41446 l1 PP2 1.0 122.0 1.0 1.0 1.0 0.0 2.0 10.0 12.0 7.0 80005063.0
123 6235.0 41446 l1 PP2 1.0 123.0 1.0 1.0 1.0 0.0 3.0 6.0 10.0 9.0 80005155.0
124 6235.0 41446 l1 PP2 1.0 124.0 1.0 1.0 0.0 0.0 3.0 7.0 6.0 2.0 80005156.0
125 6235.0 41446 l1 PP2 1.0 125.0 1.0 1.0 0.0 0.0 1.0 5.0 17.0 23.0 80005174.0
126 6235.0 41446 l1 PP2 1.0 126.0 1.0 1.0 1.0 0.0 4.0 16.0 22.0 15.0 80005175.0
127 6235.0 41446 l1 PP2 1.0 127.0 1.0 1.0 0.0 0.0 12.0 18.0 11.0 2.0 80005176.0
128 6235.0 41446 l1 PP2 1.0 128.0 1.0 1.0 0.0 0.0 1.0 4.0 9.0 12.0 80005360.0
129 6235.0 41446 l1 PP2 1.0 129.0 1.0 1.0 0.0 0.0 3.0 8.0 11.0 12.0 80005361.0
130 6235.0 41446 l1 PP2 1.0 130.0 1.0 1.0 1.0 0.0 5.0 8.0 9.0 8.0 80005362.0
131 6235.0 41446 l1 PP2 1.0 131.0 1.0 1.0 0.0 0.0 0.0 3.0 7.0 8.0 80005386.0
132 6235.0 41446 l1 PP2 1.0 132.0 1.0 1.0 1.0 0.0 4.0 8.0 9.0 4.0 80005387.0
133 6235.0 41446 l1 PP2 1.0 133.0 1.0 1.0 1.0 0.0 1.0 4.0 7.0 7.0 80005414.0
134 6235.0 41446 l1 PP2 1.0 134.0 1.0 1.0 1.0 0.0 3.0 6.0 6.0 3.0 80005415.0
135 6235.0 41446 l1 PP2 1.0 135.0 1.0 1.0 0.0 0.0 0.0 0.0 17.0 95.0 80005438.0
136 6235.0 41446 l1 PP2 1.0 136.0 1.0 1.0 0.0 0.0 0.0 17.0 95.0 139.0 80005439.0
137 6235.0 41446 l1 PP2 1.0 137.0 1.0 1.0 1.0 0.0 19.0 97.0 141.0 107.0 80005440.0
138 6235.0 41446 l1 PP2 1.0 138.0 1.0 1.0 0.0 0.0 78.0 122.0 88.0 31.0 80005441.0
139 6235.0 41446 l1 PP2 1.0 139.0 1.0 1.0 1.0 0.0 1.0 5.0 8.0 6.0 80005501.0
140 6235.0 41446 l1 PP2 1.0 140.0 1.0 1.0 0.0 0.0 1.0 3.0 7.0 9.0 80005722.0
141 6235.0 41446 l1 PP2 1.0 141.0 1.0 1.0 1.0 0.0 2.0 6.0 8.0 5.0 80005723.0
142 6235.0 41446 l1 PP2 1.0 142.0 1.0 1.0 0.0 0.0 0.0 3.0 11.0 14.0 80005817.0
143 6235.0 41446 l1 PP2 1.0 143.0 1.0 1.0 1.0 0.0 3.0 11.0 14.0 9.0 80005818.0
144 6235.0 41446 l1 PP2 1.0 144.0 1.0 1.0 0.0 0.0 8.0 11.0 6.0 0.0 80005819.0
145 6235.0 41446 l1 PP2 1.0 145.0 1.0 1.0 1.0 0.0 0.0 4.0 6.0 5.0 80005905.0
146 6235.0 41446 l1 PP2 1.0 146.0 1.0 1.0 1.0 0.0 0.0 4.0 8.0 8.0 80005938.0
147 6235.0 41446 l1 PP2 1.0 147.0 1.0 1.0 1.0 0.0 4.0 8.0 8.0 5.0 80005939.0
148 6235.0 41446 l1 PP2 1.0 148.0 1.0 1.0 0.0 0.0 0.0 2.0 6.0 7.0 80006204.0
149 6235.0 41446 l1 PP2 1.0 149.0 1.0 1.0 1.0 0.0 2.0 6.0 7.0 6.0 80006205.0
150 6235.0 41446 l1 PP2 1.0 150.0 1.0 1.0 0.0 0.0 2.0 5.0 8.0 9.0 80006269.0
151 6235.0 41446 l1 PP2 1.0 151.0 1.0 1.0 1.0 0.0 3.0 6.0 7.0 4.0 80006270.0
152 6235.0 41446 l1 PP2 1.0 152.0 1.0 1.0 0.0 0.0 0.0 1.0 8.0 17.0 80006350.0
153 6235.0 41446 l1 PP2 1.0 153.0 1.0 1.0 1.0 0.0 2.0 9.0 18.0 18.0 80006351.0
154 6235.0 41446 l1 PP2 1.0 154.0 1.0 1.0 1.0 0.0 7.0 16.0 16.0 7.0 80006352.0
155 6235.0 41446 l1 PP2 1.0 155.0 1.0 1.0 0.0 0.0 0.0 3.0 8.0 10.0 80006369.0
156 6235.0 41446 l1 PP2 1.0 156.0 1.0 1.0 1.0 0.0 3.0 8.0 10.0 8.0 80006370.0
157 6235.0 41446 l1 PP2 1.0 157.0 1.0 1.0 1.0 0.0 0.0 1.0 7.0 6.0 80006375.0
158 6235.0 41446 l1 PP2 1.0 158.0 1.0 1.0 0.0 0.0 3.0 9.0 8.0 3.0 80006376.0
159 6235.0 41446 l1 PP2 1.0 159.0 1.0 1.0 0.0 0.0 1.0 5.0 10.0 11.0 80006443.0
160 6235.0 41446 l1 PP2 1.0 160.0 1.0 1.0 1.0 0.0 4.0 9.0 10.0 5.0 80006444.0
161 6235.0 41446 l1 PP2 1.0 161.0 1.0 1.0 0.0 0.0 0.0 0.0 12.0 47.0 80006468.0
162 6235.0 41446 l1 PP2 1.0 162.0 1.0 1.0 0.0 0.0 0.0 12.0 47.0 63.0 80006469.0
163 6235.0 41446 l1 PP2 1.0 163.0 1.0 1.0 1.0 0.0 12.0 47.0 63.0 45.0 80006470.0
164 6235.0 41446 l1 PP2 1.0 164.0 1.0 1.0 0.0 0.0 35.0 51.0 33.0 7.0 80006471.0
165 6235.0 41446 l1 PP2 1.0 165.0 1.0 1.0 0.0 0.0 0.0 1.0 8.0 12.0 80006491.0
166 6235.0 41446 l1 PP2 1.0 166.0 1.0 1.0 1.0 0.0 1.0 8.0 12.0 10.0 80006492.0
167 6235.0 41446 l1 PP2 1.0 167.0 1.0 1.0 0.0 0.0 7.0 11.0 9.0 4.0 80006493.0
168 6235.0 41446 l1 PP2 1.0 168.0 1.0 1.0 0.0 0.0 1.0 3.0 8.0 14.0 80006513.0
169 6235.0 41446 l1 PP2 1.0 169.0 1.0 1.0 1.0 0.0 2.0 7.0 13.0 11.0 80006514.0
170 6235.0 41446 l1 PP2 1.0 170.0 1.0 1.0 0.0 0.0 5.0 11.0 9.0 4.0 80006515.0
171 6235.0 41446 l1 PP2 1.0 171.0 1.0 1.0 1.0 0.0 0.0 2.0 6.0 6.0 80006660.0
172 6235.0 41446 l1 PP2 1.0 172.0 1.0 1.0 1.0 0.0 2.0 6.0 6.0 2.0 80006661.0
173 6235.0 41446 l1 PP2 1.0 173.0 1.0 1.0 1.0 0.0 0.0 3.0 6.0 6.0 80006732.0
174 6235.0 41446 l1 PP2 1.0 174.0 1.0 1.0 0.0 0.0 3.0 6.0 6.0 7.0 80006733.0
175 6235.0 41446 l1 PP2 1.0 175.0 1.0 1.0 1.0 0.0 0.0 4.0 7.0 5.0 80006783.0
176 6235.0 41446 l1 PP2 1.0 176.0 1.0 1.0 0.0 0.0 0.0 1.0 6.0 11.0 80006792.0
177 6235.0 41446 l1 PP2 1.0 177.0 1.0 1.0 1.0 0.0 2.0 7.0 12.0 10.0 80006793.0
178 6235.0 41446 l1 PP2 1.0 178.0 1.0 1.0 0.0 0.0 5.0 10.0 8.0 4.0 80006794.0
179 6235.0 41446 l1 PP2 1.0 179.0 1.0 1.0 0.0 0.0 0.0 2.0 12.0 22.0 80006853.0
180 6235.0 41446 l1 PP2 1.0 180.0 1.0 1.0 1.0 0.0 3.0 13.0 23.0 20.0 80006854.0
181 6235.0 41446 l1 PP2 1.0 181.0 1.0 1.0 0.0 0.0 10.0 20.0 17.0 8.0 80006855.0
182 6235.0 41446 l1 PP2 1.0 182.0 1.0 1.0 1.0 0.0 2.0 5.0 8.0 7.0 80006898.0
183 6235.0 41446 l1 PP2 1.0 183.0 1.0 1.0 1.0 0.0 1.0 4.0 6.0 5.0 80006946.0
184 6235.0 41446 l1 PP2 1.0 184.0 1.0 1.0 1.0 0.0 0.0 4.0 10.0 9.0 80006962.0
185 6235.0 41446 l1 PP2 1.0 185.0 1.0 1.0 0.0 0.0 4.0 10.0 9.0 6.0 80006963.0
186 6235.0 41446 l1 PP2 1.0 186.0 1.0 1.0 1.0 0.0 0.0 3.0 6.0 5.0 80007033.0
187 6235.0 41446 l1 PP2 1.0 187.0 1.0 1.0 0.0 0.0 2.0 4.0 9.0 10.0 80007051.0
188 6235.0 41446 l1 PP2 1.0 188.0 1.0 1.0 1.0 0.0 2.0 7.0 8.0 6.0 80007052.0
189 6235.0 41446 l1 PP2 1.0 189.0 1.0 1.0 1.0 0.0 0.0 4.0 8.0 8.0 80007216.0
190 6235.0 41446 l1 PP2 1.0 190.0 1.0 1.0 1.0 0.0 4.0 8.0 8.0 5.0 80007217.0
191 6235.0 41446 l1 PP2 1.0 191.0 1.0 1.0 0.0 0.0 0.0 3.0 41.0 94.0 80007274.0
192 6235.0 41446 l1 PP2 1.0 192.0 1.0 1.0 1.0 0.0 3.0 41.0 94.0 93.0 80007275.0
193 6235.0 41446 l1 PP2 1.0 193.0 1.0 1.0 0.0 0.0 38.0 91.0 90.0 52.0 80007276.0
194 6235.0 41446 l1 PP2 1.0 194.0 1.0 1.0 0.0 0.0 53.0 52.0 14.0 0.0 80007277.0
195 6235.0 41446 l1 PP2 1.0 195.0 1.0 1.0 0.0 0.0 0.0 1.0 7.0 13.0 80007367.0
196 6235.0 41446 l1 PP2 1.0 196.0 1.0 1.0 1.0 0.0 1.0 7.0 13.0 12.0 80007368.0
197 6235.0 41446 l1 PP2 1.0 197.0 1.0 1.0 0.0 0.0 6.0 12.0 11.0 5.0 80007369.0
198 6235.0 41446 l1 PP2 1.0 198.0 1.0 1.0 0.0 0.0 0.0 3.0 12.0 16.0 80007430.0
199 6235.0 41446 l1 PP2 1.0 199.0 1.0 1.0 1.0 0.0 3.0 12.0 16.0 12.0 80007431.0
200 6235.0 41446 l1 PP2 1.0 200.0 1.0 1.0 0.0 0.0 9.0 13.0 9.0 2.0 80007432.0
201 6235.0 41446 l1 PP2 1.0 201.0 1.0 1.0 1.0 0.0 0.0 3.0 7.0 6.0 80007458.0
202 6235.0 41446 l1 PP2 1.0 202.0 1.0 1.0 0.0 0.0 3.0 7.0 6.0 4.0 80007459.0
203 6235.0 41446 l1 PP2 1.0 203.0 1.0 1.0 0.0 0.0 0.0 2.0 23.0 44.0 80007510.0
204 6235.0 41446 l1 PP2 1.0 204.0 1.0 1.0 1.0 0.0 2.0 23.0 44.0 38.0 80007511.0
205 6235.0 41446 l1 PP2 1.0 205.0 1.0 1.0 0.0 0.0 21.0 42.0 36.0 17.0 80007512.0
206 6235.0 41446 l1 PP2 1.0 206.0 1.0 1.0 1.0 0.0 1.0 4.0 7.0 5.0 80007557.0
207 6235.0 41446 l1 PP2 1.0 207.0 1.0 1.0 1.0 0.0 3.0 6.0 7.0 4.0 80007584.0
208 6235.0 41446 l1 PP2 1.0 208.0 1.0 1.0 1.0 0.0 0.0 3.0 6.0 6.0 80007781.0
209 6235.0 41446 l1 PP2 1.0 209.0 1.0 1.0 1.0 0.0 3.0 6.0 6.0 3.0 80007782.0
210 6235.0 41446 l1 PP2 1.0 210.0 1.0 1.0 0.0 0.0 0.0 0.0 28.0 62.0 80007785.0
211 6235.0 41446 l1 PP2 1.0 211.0 1.0 1.0 1.0 0.0 0.0 31.0 65.0 58.0 80007786.0
212 6235.0 41446 l1 PP2 1.0 212.0 1.0 1.0 0.0 0.0 31.0 65.0 58.0 29.0 80007787.0
213 6235.0 41446 l1 PP2 1.0 213.0 1.0 1.0 0.0 0.0 0.0 0.0 6.0 17.0 80007804.0
214 6235.0 41446 l1 PP2 1.0 214.0 1.0 1.0 0.0 0.0 0.0 6.0 17.0 19.0 80007805.0
215 6235.0 41446 l1 PP2 1.0 215.0 1.0 1.0 1.0 0.0 7.0 18.0 20.0 14.0 80007806.0
216 6235.0 41446 l1 PP2 1.0 216.0 1.0 1.0 0.0 0.0 11.0 13.0 7.0 17.0 80007807.0
217 6235.0 41446 l1 PP2 1.0 217.0 1.0 1.0 0.0 0.0 2.0 0.0 6.0 33.0 80007808.0
218 6235.0 41446 l1 PP2 1.0 218.0 1.0 1.0 0.0 0.0 0.0 4.0 31.0 32.0 80007809.0
219 6235.0 41446 l1 PP2 1.0 219.0 1.0 1.0 1.0 0.0 10.0 37.0 38.0 15.0 80007810.0
